100 20 170 60
8.410756146889247 8.731943974240275 2 60 351.40507667324096
27.736104395964364 9.028794881248643 2 60 200.28442050966592
1.9648003787450092 11.821949207285707 2 60 37.67043105223608
3.694140231700218 4.441815099483617 2 60 247.65787293902858
47.90586022735012 11.572934467360616 2 60 88.09103560682054
10.729751557221237 10.652594579061818 2 60 205.31931355169186
7.809878805684589 14.524724494939933 2 60 258.4344123756965
31.670988417398455 2.7337398337892083 2 60 189.04868137912
5.361483606029025 10.886532227677462 2 60 141.2669518626294
5.4829208069011 10.406727316495413 2 60 56.48803608980267
4.370696511604592 10.50230178885959 2 60 352.2196468512411
8.2796010930318 10.488034024827446 2 60 32.77637165643668
6.048976914105373 16.283149552041042 2 60 166.07804489319895
7.20115665158461 16.021508417915552 2 60 96.38370002365302
23.836669716745874 8.34318006700829 2 60 12.621772830278841
31.170681587618912 6.781815937204461 2 60 36.42118911046396
27.87462594903036 13.922565129472883 2 60 284.9572689514083
4.108852550682532 9.715704912928064 2 60 203.06264075746913
11.323397709624846 3.4778804880560243 2 60 298.30050965306776
36.62348224559493 11.985815106903967 2 60 85.79803104036725
10.493260314255313 4.427540611568355 2 60 89.96978568802456
30.873339731173072 11.740328726450759 2 60 335.5602213893921
15.455092362687202 16.135605358484423 2 60 310.06317716116814
54.52250774082199 6.007955019393969 2 60 99.95385671027621
3.3659290390690644 15.788458042166107 2 60 278.3649860890754
35.49679904394826 14.981102164478955 2 60 17.62917691459348
8.962669836707347 0.6667273146022712 2 60 311.02208869310556
3.9307700915197934 16.482638366853347 2 60 308.16503999180475
34.00156118925564 1.552548127406841 2 60 128.1489435351702
55.90729820744873 3.007904544920983 2 60 195.66358596152043
13.61352443700398 1.0657096733530036 2 60 11.58001855191313
5.002652279103494 11.10067261564496 2 60 193.74560964432382
8.395519594092601 13.829578264574563 2 60 264.43513717079577
8.825889231268492 13.979032355999728 2 60 221.0295422501586
3.2751598890996045 9.57983082074244 2 60 118.0682383696341
17.600057916587357 13.606819635064802 2 60 351.85982553033693
35.313205807627746 10.509135672913404 2 60 287.5270228679875
2.9620568860437393 18.452649468004154 2 60 67.53115230382136
9.928084459402102 7.964866483429985 2 60 117.1818406604778
3.3041714099337005 13.948974319926617 2 60 187.16561786160713
43.42369951239765 16.57293120833104 2 60 70.13099753879597
21.358601209817227 0.42731443740458896 2 60 301.4985165483333
14.255868462198169 14.249675853672723 2 60 77.92745818553013
23.64523918923626 19.645014609903054 2 60 201.99803553878257
6.509880134480168 10.498829223865334 2 60 243.79383713473703
33.60118955596393 7.828028099694675 2 60 254.99204240303334
14.160376868218806 1.7974032594632305 2 60 318.61878705566295
9.748576840322084 17.64039224564783 2 60 116.93481344585571
8.988062371141178 8.491584417491495 2 60 183.6038076804123
4.274395180298455 11.173754955661597 2 60 231.8752731043987
1.2930034625441422 2.0018048029099256 2 60 148.52559951299295
5.4961327014949894 3.7615681849850136 2 60 182.96887101164296
17.3377118294905 11.638556763746042 2 60 225.39021042962116
25.727704942077462 17.306915589292355 2 60 202.01633043227432
19.318748031989042 7.132972373471769 2 60 352.10236071629055
5.487456951420461 10.327427208965927 2 60 148.14538169167812
2.931653325878575 4.0769514474885105 2 60 111.10117720354502
2.860570442899342 8.83487087001662 2 60 310.6356501704868
0.9497481828887562 15.647527502173686 2 60 318.2926276280016
30.022484053957474 1.5628334734074745 2 60 271.40401061989587
1.1143446225706566 3.872409790282112 2 60 315.7350028518872
15.966252182169063 19.32796073048565 2 60 127.82576751283173
34.10657869786748 8.704125517007395 2 60 128.22603530433753
22.081429300061995 11.165526613729655 2 60 132.49943690192805
80.86315255405398 12.547064846768826 2 60 83.14559311878234
3.962896440521081 9.338174083945592 2 60 247.52653622004718
34.72692875868871 13.675894370103514 2 60 301.6947560906839
19.708923888664373 6.709586223925308 2 60 129.2564307543525
13.989275629628406 4.058453470625678 2 60 48.23782528421847
41.695600758975196 18.94707721956806 2 60 295.74706970428605
25.10049467468533 18.127220114992557 2 60 266.11669800041324
16.965782330725634 1.5257188529256416 2 60 42.04826720532991
4.119657202536346 19.518955936053562 2 60 289.5141466623176
