100 20 140 180
4.373749917353942 8.194798005164124 2 180 1.0141082246079636
2.9149600667720432 11.299284122399007 2 180 96.38965278321673
43.066641933134164 6.766570523011044 2 180 155.7228661148053
68.54147872460402 4.6165890568397465 2 180 272.33952141229224
59.27208046220387 16.61535653284056 2 180 41.06002630149375
53.69429704699764 8.494594030105224 2 180 34.238856555120634
14.165711619631782 8.360720568668041 2 180 343.0315306510022
70.10500701255211 14.553177035963017 2 180 187.27131808343114
15.467999805720877 0.32189523556848787 2 180 159.49348534672063
57.01533905939359 14.886314834576112 2 180 351.54187836974165
65.4285608125579 18.01945831617129 2 180 141.81221366451825
19.410511355652538 8.363123292173228 2 180 96.14883752930245
48.61310768443741 11.719567443535713 2 180 278.5116973517118
49.55776654528078 9.729264407027088 2 180 268.23157212499666
12.374264804948421 11.33490062683302 2 180 138.08565357777852
10.42048284792001 3.695217141362741 2 180 314.5633126486983
80.09491062585937 15.688470189116044 2 180 73.01561558048671
67.2731333418217 15.462811765283952 2 180 35.9359032730815
4.096107635957602 4.1258699511340176 2 180 63.27985759112832
84.79676497889979 9.203456168232531 2 180 223.34782439989974
58.47362108682116 3.763414712107984 2 180 74.20608418874738
43.21735997178886 15.552037309093876 2 180 79.11509870643658
65.60272651482657 17.88167505703747 2 180 42.484023729221335
39.85196120124787 0.9734598638238889 2 180 242.86007634489278
68.72820119723254 9.27631941345188 2 180 90.70756555509088
17.00365687116978 17.710611886861344 2 180 227.40370610546617
8.595053821473652 7.4835129330154215 2 180 103.28009926435553
17.812732717217227 8.812108137818978 2 180 6.524707700492902
37.6984944828908 7.990637138010632 2 180 136.33704397979653
6.806649622858907 13.406882579967146 2 180 77.11253433723576
41.224042836315135 3.6723690962912836 2 180 16.085710234175373
78.93710009780389 1.9444702256411417 2 180 172.3131200633344
10.457902601941171 19.167402868532626 2 180 221.33066969153597
11.352418026291733 7.621060298053415 2 180 227.85385612639277
90.28442520953935 14.704934513402728 2 180 337.762715345488
16.594288070224593 10.79099854765975 2 180 96.97160590001559
56.82383448550156 0.5376189849008006 2 180 87.78637797586225
28.958029674268303 9.01281134618442 2 180 294.5107024472828
