500 100 1000 0.1 0.1
100.31464318145062 25.20577764220088 4.278308012941807 17.66297720828376 48.599733505717516 131.77907625256327
33.728396623628456 57.64174376399519 5.7312451885173346 16.114160597991585 88.2013014309104 101.65283515453197
4.761642986184849 47.644690831254266 4.450476978819575 11.943436884615465 80.78460471524878 339.28776573192664
206.4650051197202 60.2830046687756 5.037058760618819 17.750403376502554 73.98461702472856 348.61381795908704
0.30336212713410227 6.4671053703200805 5.248382231168871 15.359991179085878 50.743490887424414 236.05768940148596
57.378716875885715 96.3142505466143 4.5219498349192815 19.187002609936044 60.678902879353885 235.68926548159098
265.18887147947294 7.6540996239494845 4.9118735881804145 10.922042805478284 67.03198893983406 199.5871182011896
21.52322455214719 35.455997052696254 5.037509585921058 14.841571474787942 83.89040409322776 177.0086513689204
205.11009723234838 7.733793214759888 4.434962993006867 12.80423901799806 46.52952091638019 49.327192043604825
24.57830931497902 0.39708369768756135 4.518925923214014 19.60193900617868 41.161567105951455 126.00601162896291
43.71170498496469 28.59978241540021 4.37618484722606 19.120109377065425 41.86722375545844 245.17516891557065
47.66830849731183 32.744216328132204 5.529470383024005 11.609720349660607 79.84148314868861 139.88219881580167
37.919576693524775 67.51435257244087 5.94290495217234 18.394817074182995 52.74401654374833 231.1589963982584
44.0439215647461 73.23928994406188 4.814814846441083 10.432809414973388 77.57138038875343 297.6075426251877
216.71272216027143 52.66772843961542 5.711106724479034 13.08061324560594 51.99439140420042 333.1640418189973
59.20817520455665 45.730390097275254 4.3416269748939635 18.929542275276038 76.7387938512378 259.1356138210259
88.93591026634192 74.10994063831541 4.383847426908721 10.853789537510725 83.80918448550247 32.7568459164126
11.343358643681226 56.01811472126923 5.329780330057609 11.873471556590058 37.23644805952287 181.8598247170167
258.82276388865534 79.32810173923188 4.971352225447898 15.862944229055692 59.62420044951073 142.18146411740332
68.3383198566245 67.61329614182947 5.886492703743823 11.103479647735124 54.69168562034724 100.7302283396555
40.26038479570966 9.572439550691225 4.5471138307681205 17.017792965200286 78.65848648173673 222.3868901931938
36.13920133287339 19.779661903900514 4.632909535963077 17.688972052601997 40.63062517720858 5.114660316041895
42.90020313708744 47.41496465375796 5.30715755669329 15.858697239523938 60.11905774325753 73.55979425048562
266.568109466513 77.45258567953465 4.2044704536037605 16.943381397783273 54.366640159321754 300.8200905373372
60.86611985278457 85.94359757598934 5.699831628052255 19.80676662653549 66.34437015689605 226.27976648993862
44.39690058871007 86.4923127090348 4.637478935416792 14.14777243009288 37.25136937983214 310.1938811685465
20.473063603435985 36.25252560648362 5.723353208951875 16.942346724030756 57.7245825466067 204.40625434438564
188.56747459176196 85.32905834055225 4.76352385962356 18.32177847107592 72.73187666061588 315.53379383413534
208.03813215574908 91.10005360161215 5.5864030706674725 10.187964451210453 46.64012423794689 134.5907753201505
175.80817302279598 49.782483672318946 4.064922099423801 19.229054046058486 40.790870042029546 17.9077524974683
236.43798025114594 20.193696413519348 4.42807490890897 15.692500473138802 77.86596890556764 31.45711603934682
