100 20 50 0.1 0.1
37.9494253690666 3.3075363102011845 2 10 60 181.1601408363634
44.89770201356294 11.028842505632074 2 10 60 216.36291908954732
24.599075353657696 5.537248467617304 2 10 60 167.14999233783828
52.05131192318998 5.345020310793167 2 10 60 149.01365827351728
33.89312305229147 5.49723119241837 2 10 60 353.99689562782277
3.3202605927199107 14.7460453715082 2 10 60 179.3279070491385
4.374646221304805 14.291581848884316 2 10 60 197.57897162871433
17.162830779110944 17.021888253661416 2 10 60 114.98542046870946
2.5798299854023177 17.38030717442041 2 10 60 227.72273802082174
27.885170948383465 10.538702045998988 2 10 60 122.36244060278555
1.4273954653335679 12.645134854134398 2 10 60 71.27141069223774
4.234226117461595 0.9966019306135876 2 10 60 172.6584142697941
15.441715359569313 3.4371276815157947 2 10 60 196.06055032780102
41.00551520176894 6.557914495606196 2 10 60 35.22318249997487
73.94951996125984 15.786243208846946 2 10 60 62.726327339769426
5.58381818300348 16.4457245554521 2 10 60 333.26341669388336
3.7699002637864645 10.834176038515938 2 10 60 336.0632658837422
18.590301113077594 11.456749890788778 2 10 60 147.84774061810714
0.6124880888697981 5.824832060235268 2 10 60 71.1052224559509
84.94216050705747 12.445562564022259 2 10 60 7.89827825196737
22.93615989343744 15.608696946139622 2 10 60 11.731981664915349
29.177560264140922 10.207247670165788 2 10 60 249.97278909968728
0.3925835701690162 7.857664801951847 2 10 60 60.03832802482186
46.788373261787676 15.613521457485732 2 10 60 248.55164005777524
81.9887019145182 10.627646040407042 2 10 60 299.69924490433016
6.5301010751717765 8.456411581164936 2 10 60 134.81735483160477
19.721575638029915 2.441997060002672 2 10 60 211.007914556902
2.2652058526546943 6.149591776926446 2 10 60 112.24756995335618
7.716962726222093 19.906525652763268 2 10 60 212.1597114564911
4.270168790984199 5.968678539824799 2 10 60 186.55408075935222
9.752899979054638 13.526102369118453 2 10 60 151.8383721751769
42.732375744727605 6.428976667277673 2 10 60 304.53789960222537
9.931875150255395 1.7057032296667485 2 10 60 261.48754227149584
0.013474736950288316 2.065631257185012 2 10 60 123.36179560044354
29.644205746702237 9.029652235188472 2 10 60 49.205309066297445
7.254242101576441 1.472635621133458 2 10 60 313.76443323956795
2.1774676840066722 6.2788482685780345 2 10 60 126.48831631746904
37.465823091981214 8.96199904067089 2 10 60 156.17277105597688
5.379985314445815 5.036485553096693 2 10 60 207.70887111385497
9.507383152926185 6.423308174674592 2 10 60 18.958407967276777
18.98845555382712 3.230153684317827 2 10 60 41.99064058522049
21.948811950159755 12.510276062492348 2 10 60 7.798689407591701
74.9354840922574 13.95681622460411 2 10 60 257.93924966642294
20.256586401397797 12.580366160329714 2 10 60 1.9399906487766838
16.370008367329497 8.14403807039843 2 10 60 201.49058073666959
1.95473178309896 14.104572434843325 2 10 60 117.93928896866909
90.19870184544374 2.0354682668585733 2 10 60 2.0952109615712677
14.582460661026527 0.5976185375114196 2 10 60 238.12584354307444
27.812770773263 18.483053383936337 2 10 60 136.81997234834546
3.2230927101409654 12.357584252330271 2 10 60 296.6482594312784
